claim_idx,claim,concat_hate,claim_hate,claim_cw_llm_loop,claim_cw_gold,claim_needed_judge_llm_loop,claim_needed_judge_gold,claim_agreement_count_gold,claim_agreement_count_llm_loop
470_premise0,The usual loyalist reaction to Nationalists is to attack the Harryville Catholic Church.,0,,CFS,CFS,0.0,0.0,2.0,2.0
471_premise0,The kid is laying with his face on the floor of a supermarket.,0,,UFS,UFS,1.0,0.0,2.0,1.0
472_premise0,It's from mid day Saturday untill the sunday morning,0,,UFS,UFS,1.0,0.0,2.0,1.0
473_premise0,Yes but difference is that Putin is still in charge and Jews have to behave,0,,CFS,CFS,1.0,0.0,3.0,1.0
474_premise0,"Australian here too, 1/4 Irish , 1/4 English , 1/4 Greek , 1/4 Latvian , 100 % white",0,,UFS,CFS,1.0,0.0,3.0,1.0
475_premise0,nobody said I like him and I dont see the reason to like him to be honest,0,,NFS,NFS,0.0,0.0,2.0,2.0
476_premise0,I note one of your other posts was worried because of the delay in your posts showing up,0,,NFS,NFS,0.0,0.0,2.0,2.0
477_premise0,"TV can be used wisely by watching some history, discovery, tlc and other stations like that.",0,,CFS,NFS,1.0,0.0,2.0,1.0
478_premise0,The local council has decided to give in.,0,,CFS,CFS,1.0,0.0,2.0,1.0
479_premise0,I also do n't want harassment in real life ,0,,NFS,NFS,0.0,0.0,2.0,2.0
480_premise0,I have changed my Signature.,0,,UFS,UFS,1.0,0.0,2.0,1.0
481_premise0,I can hit a paper plate at 100 yards or hole a 5 gallon steel pail of roofing tar at 25 yards.,0,,UFS,UFS,1.0,0.0,3.0,1.0
482_premise0,Many young Whites may pick up pro-WN ideas.,0,,CFS,CFS,1.0,0.0,2.0,1.0
483_premise0,"There are assimilated Gypsies, Tats, Udins, Talysh, etc among Armenians.",0,,CFS,CFS,0.0,0.0,3.0,2.0
484_premise0,So do you actually meet the people that you let join and start a chapter?,0,,NFS,NFS,0.0,0.0,3.0,2.0
485_premise0,There is always the International Oil Patch,0,,CFS,NFS,1.0,0.0,2.0,1.0
486_premise0,I was not going to bother with this thread,0,,NFS,NFS,0.0,0.0,3.0,2.0
487_premise0,A former accountant for retailer American Apparel Inc. has filed a wrongful termination suit,0,,CFS,CFS,0.0,0.0,2.0,2.0
488_premise0,There have been court cases for asylum by white South Africans in Canada,0,,CFS,CFS,0.0,0.0,3.0,2.0
489_premise0,In my P.M I actully knew nothing of the squatting movement,0,,NFS,NFS,0.0,0.0,2.0,2.0
490_premise0,I am a Croatian redneck.,0,,UFS,UFS,1.0,0.0,3.0,1.0
491_premise0,"More broadly , of course I wish to see white countries get-on with each other",0,,NFS,NFS,0.0,0.0,3.0,2.0
492_premise0,I have tried many times to explain to people why they should be a wn.,0,,UFS,UFS,1.0,0.0,2.0,1.0
493_premise0,Scandinavia really is a black metal heaven ,0,,CFS,CFS,1.0,0.0,3.0,1.0
494_premise0,WE had lots of good times and parties too,0,,UFS,UFS,1.0,0.0,2.0,1.0
495_premise0,"This may not be the right approach, but it is happening in various areas.",0,,CFS,CFS,1.0,0.0,2.0,1.0
496_premise0,I met her in person a month or two ago,0,,UFS,UFS,1.0,0.0,2.0,1.0
497_premise0,I would prefer to get the lot of us together and tackle the real enemies of Northern Ireland and the Republic of Ireland ergo the Island of Ireland,0,,NFS,NFS,1.0,0.0,2.0,1.0
498_premise0,all the time whites are targeted people,0,,CFS,CFS,1.0,0.0,2.0,1.0
499_premise0,Only 6 corporations control over 90% of the television channels.,0,,CFS,CFS,0.0,0.0,3.0,2.0
500_premise0,Just start your own crew and start advertising it in your flyers or whatever,0,,NFS,NFS,0.0,0.0,3.0,2.0
501_premise0,Hey j.p. i called the number you left me in my mail a couple of weeks ago,0,,UFS,UFS,1.0,0.0,2.0,1.0
502_premise0,They're trying to turn the Internet into a mirror version of television ,0,,CFS,CFS,0.0,0.0,3.0,2.0
503_premise0,im sorry about being a bitch.,0,,NFS,NFS,0.0,0.0,3.0,2.0
504_premise0,Graveland was my favourite band until Prawo Stali.,0,,UFS,UFS,1.0,0.0,2.0,1.0
505_premise0,I saw it on opp.now,0,,UFS,UFS,1.0,0.0,2.0,1.0
506_premise0,"The brutality of his crime and his lack of remorse made Jackson the `` model candidate for death in the gas house , ''",0,,CFS,CFS,0.0,0.0,3.0,2.0
507_premise0,None of us are claiming to be better NOR superior to any other white nationality,0,,NFS,NFS,0.0,0.0,2.0,2.0
508_premise0,I have looked into classes on gunsmithing.,0,,UFS,UFS,0.0,0.0,2.0,2.0
509_premise0,Perfectly normal and WHITE names Next try : Leida f Kulla m Alma f Ege m Ärta f Epp m Endla f Arno m Tiiu f Ikevald m Piibe f Reet m Rünno m ,0,,NFS,CFS,1.0,0.0,2.0,1.0
510_premise0,Our people do n't need to feel down about all this,0,,NFS,NFS,0.0,0.0,3.0,2.0
511_premise0,A mentally-ill Orthodox cantor,0,,CFS,UFS,1.0,0.0,2.0,1.0
512_premise0,i used to post on here a few years back as kruger,0,,UFS,UFS,1.0,0.0,2.0,1.0
513_premise0,man i always have a hard time when ever i try to make a website,0,,NFS,NFS,0.0,0.0,2.0,2.0
514_premise0,Got a month of community service for stealing lightbulbs out of a place I was renting.,0,,UFS,UFS,1.0,0.0,3.0,1.0
515_premise0,I live in the Bay Area and I have no car.,0,,UFS,UFS,1.0,0.0,2.0,1.0
516_premise0,so is tom still rambling on about putting up machine guns in the city centre ?,0,,NFS,NFS,0.0,0.0,3.0,2.0
517_premise0,"`` Oh s * * t , '' without looking , `` I hit one of their cars and now I am going to die ! '' ",0,,UFS,NFS,1.0,0.0,2.0,1.0
518_premise0,I do care about arab christians.,0,,NFS,NFS,0.0,0.0,2.0,2.0
519_premise0,It 's not even close to being obselete. ,0,,NFS,NFS,0.0,0.0,3.0,2.0
520_premise0,Police and SPCA officials found over 50 carcasses of pigs on National Council of Province 's Chairperson Thandi Modise 's Potchefstroom farm.,0,,CFS,CFS,0.0,0.0,2.0,2.0
0_premise1,Gay men may turn out to be pedophiles.,1,1.0,CFS,CFS,0.0,0.0,3.0,2.0
1_premise1,The Blacks claim to be the original Hebrews and Israelites.,1,0.0,CFS,CFS,0.0,0.0,2.0,2.0
4_premise1,Nigs and pakis were walking down the street spitting.,1,1.0,UFS,UFS,0.0,0.0,3.0,2.0
5_premise1,Black people are like primates.,1,1.0,CFS,CFS,1.0,0.0,2.0,1.0
6_premise1,This means that her mother was a filthy immigrant who waited till she got off the banana boat to give birth to her litter.,1,1.0,UFS,NFS,1.0,0.0,2.0,1.0
7_premise1,There are not many mulatto children compared to those of Whites or blacks.,1,1.0,CFS,CFS,1.0,0.0,2.0,1.0
9_premise1,They have spent the last 3 years living in a refugee camp.,1,0.0,CFS,CFS,0.0,0.0,3.0,2.0
10_premise1,There are things we can do to stop the rapes that occur when blacks and other non whites con white women and girls into getting in cars with them etc.,1,1.0,UFS,UFS,1.0,1.0,1.0,1.0
11_premise1,"When a little black girl tries to talk to my sister, she pulls a disgusted face.",1,1.0,UFS,UFS,1.0,0.0,3.0,1.0
12_premise1,We all know the female negro is responsible of the crime.,1,1.0,UFS,CFS,1.0,1.0,1.0,1.0
13_premise1,The father of the young girl had a decent car.,1,0.0,UFS,UFS,0.0,0.0,2.0,2.0
14_premise1,The fags (homosexuals) are searching for a cure for HIV.,1,1.0,CFS,CFS,1.0,0.0,3.0,1.0
20_premise1,There will be no French people in not too long in France.,1,1.0,CFS,CFS,1.0,0.0,2.0,1.0
21_premise1," I 'm not living in a brown world, I want a clean white world.",1,1.0,NFS,NFS,0.0,0.0,3.0,2.0
22_premise1,Blacks continue to behave in a certain manner even in higher education.,1,0.0,CFS,CFS,0.0,0.0,2.0,2.0
26_premise1,These solutions might not be financially possible.,1,0.0,NFS,CFS,0.0,0.0,2.0,2.0
28_premise1,The people of Africa only use these resources to make mud huts.,1,0.0,CFS,CFS,0.0,0.0,3.0,2.0
31_premise1,They are educated unlike the beaners.,1,1.0,CFS,CFS,1.0,0.0,3.0,1.0
32_premise1,I saw children of browns and mixed race children popping up all around them.,1,0.0,UFS,UFS,0.0,0.0,3.0,2.0
35_premise1,The punishment for violating this law is five years in a kaffer jail.,1,0.0,CFS,CFS,0.0,0.0,3.0,2.0
36_premise1,You are a nutjob.,1,1.0,NFS,NFS,0.0,0.0,2.0,2.0
37_premise1,The sort of scum who wrote and admire this filth have no place on a White Nationalist forum.,1,1.0,NFS,NFS,1.0,1.0,1.0,1.0
38_premise1,The couple is being used to promote interracial relationships.,1,0.0,CFS,CFS,0.0,0.0,2.0,2.0
39_premise1,Kikes are never happy with what they receive in Ireland.,1,1.0,CFS,CFS,0.0,0.0,2.0,2.0
41_premise1,Jewish supremacists are trying to control humanity's future.,1,1.0,CFS,CFS,0.0,0.0,3.0,2.0
42_premise1,They are considered to be an abomination to our Lord Jesus Christ.,1,1.0,NFS,CFS,1.0,0.0,3.0,1.0
44_premise1,Non-Whites were enslaved and forced to work on plantations.,1,0.0,CFS,CFS,0.0,0.0,3.0,2.0
45_premise1,They seem like something of a zoo.,1,1.0,NFS,NFS,1.0,1.0,1.0,1.0
46_premise1,The mother has biracial kids.,1,0.0,UFS,UFS,1.0,0.0,3.0,1.0
47_premise1,Subhuman Negroids are by contrast very murderous.,1,1.0,CFS,CFS,0.0,0.0,3.0,2.0
48_premise1,The current government talks about restricting non-white immigration.,1,0.0,CFS,CFS,0.0,0.0,3.0,2.0
49_premise1,I regret not being able to witness the debate.,1,0.0,NFS,NFS,0.0,0.0,3.0,2.0
50_premise1,Hungarians just came here to complain and start name calling.,1,0.0,CFS,CFS,1.0,0.0,2.0,1.0
51_premise1,The poor and miserable people look for their pittance at garbage places.,1,1.0,NFS,CFS,1.0,0.0,2.0,1.0
52_premise1,These crimes are not considered hate crimes.,1,0.0,CFS,CFS,0.0,0.0,3.0,2.0
53_premise1,The Jews are using their propaganda to influence the white genocide.,1,1.0,CFS,CFS,0.0,0.0,3.0,2.0
54_premise1,black people is uncivilized.,1,1.0,CFS,CFS,1.0,0.0,3.0,1.0
56_premise1,No amount of money or aid can bring these people into the civilized world.,1,1.0,CFS,CFS,0.0,0.0,3.0,2.0
57_premise1,A thousand books could never be as effective as raw footage.,1,0.0,NFS,CFS,1.0,0.0,2.0,1.0
58_premise1,You should target the chimps at the event.,1,1.0,NFS,NFS,0.0,0.0,3.0,2.0
59_premise1,The Jew uses its media power.,1,1.0,CFS,CFS,0.0,0.0,3.0,2.0
60_premise1,All these monkeys are transforming Switzerland into a zoo.,1,1.0,CFS,CFS,1.0,0.0,3.0,1.0
61_premise1,"They are taking jobs from the White inhabitants.They are killing our people, and mongrelizing our race.",1,1.0,CFS,CFS,0.0,0.0,3.0,2.0
62_premise1,Massive numbers of Chinese people moved into our neighborhood.,1,0.0,CFS,CFS,0.0,0.0,2.0,2.0
63_premise1,The same person is also claiming that black slaves had their hands and feet cut off.,1,1.0,CFS,CFS,0.0,0.0,3.0,2.0
64_premise1,Their presence is disgusting.,1,1.0,NFS,NFS,0.0,0.0,3.0,2.0
66_premise1,It should be kept in the closed.,1,1.0,NFS,NFS,0.0,0.0,3.0,2.0
67_premise1,Some girls may have been brainwashed by media to have interracial relationships.,1,1.0,CFS,CFS,0.0,0.0,3.0,2.0
69_premise1,The girls' lego creations will consist of dollhouses for the few white dolls.,1,0.0,NFS,UFS,1.0,0.0,2.0,1.0
70_premise1,"This applies to all non-white races, including Asians, Blacks, and Arabs.",1,1.0,CFS,CFS,0.0,0.0,2.0,2.0
71_premise1,White girls and wiggers (white people who act like black people) are attracted to young black people.,1,1.0,CFS,CFS,0.0,0.0,2.0,2.0
72_premise1,The EDL should confront the UAF at every demonstration.,1,1.0,CFS,NFS,0.0,0.0,2.0,2.0
73_premise1,A black does n't equate to the same standard as other people.,1,1.0,CFS,CFS,1.0,0.0,3.0,1.0
74_premise1,The baby boomers will lose the country for us.,1,0.0,CFS,CFS,0.0,0.0,2.0,2.0
76_premise1,These immigrants and those who were born here have different breeding patterns.,1,0.0,CFS,CFS,0.0,0.0,3.0,2.0
77_premise1,Immigrants have no right to be here.,1,1.0,CFS,CFS,0.0,0.0,3.0,2.0
78_premise1,Gays do not desire government paperwork.,1,0.0,CFS,CFS,1.0,0.0,3.0,1.0
80_premise1,asians are hot but they arent the girls I wanna get with.,1,0.0,NFS,NFS,0.0,0.0,2.0,2.0
89_premise1,In that neighborhood there are black kids.,1,0.0,CFS,UFS,1.0,0.0,2.0,1.0
90_premise1,These places had stale bread and other issues.,1,0.0,UFS,UFS,1.0,0.0,3.0,1.0
95_premise1,There should not be problems between the different classes inside the race white.,1,0.0,NFS,NFS,0.0,0.0,3.0,2.0
102_premise1,Immigrants coming here are doing something wrong.,1,1.0,CFS,CFS,0.0,0.0,3.0,2.0
103_premise1,These immigrants are living in their bosses' cupboards.,1,1.0,CFS,CFS,0.0,0.0,3.0,2.0
104_premise1,The city has now deteriorated and is producing black scumbags.,1,1.0,CFS,CFS,1.0,0.0,3.0,1.0
105_premise1,Nigeria is squeezing out more baby negroes.,1,1.0,CFS,CFS,1.0,0.0,3.0,1.0
106_premise1,The breeding with Arabs is the cause of the problem.,1,1.0,CFS,CFS,0.0,0.0,2.0,2.0
108_premise1,This happens in all European nations.,1,0.0,CFS,CFS,0.0,0.0,3.0,2.0
109_premise1,Lefties are making a mockery of their culture and heritage.,1,1.0,CFS,CFS,1.0,0.0,2.0,1.0
110_premise1,This is present even in countries where there are not many Negroes.,1,1.0,CFS,CFS,0.0,0.0,2.0,2.0
117_premise1,thank God I was licensed to carry in Pa. Downtown.,1,0.0,NFS,UFS,1.0,0.0,3.0,1.0
121_premise1,The communist party wanted to take the property of non-Jewish people.,1,1.0,CFS,CFS,0.0,0.0,3.0,2.0
123_premise1,Negro security guards abuse their power.,1,1.0,CFS,CFS,0.0,0.0,3.0,2.0
125_premise1,Negroid men will eventually kick her after a few tries.,1,1.0,NFS,NFS,1.0,1.0,1.0,1.0
126_premise1,London has gone to hell.,1,0.0,NFS,CFS,1.0,0.0,2.0,1.0
127_premise1,"Surrey, just outside Kingston upon Thames, is a better option than living in inner London.",1,0.0,NFS,CFS,1.0,0.0,2.0,1.0
129_premise1,The Jews influenced the Swedes to become more liberal.,1,0.0,CFS,CFS,0.0,0.0,3.0,2.0
131_premise1,Marco produced music for a local school.,1,0.0,UFS,UFS,1.0,0.0,3.0,1.0
134_premise1,They will cough with their hand at their side.,1,0.0,NFS,UFS,1.0,0.0,2.0,1.0
135_premise1,The festival is not welcomed.,1,0.0,UFS,UFS,1.0,0.0,2.0,1.0
142_premise1,This means that her mother was an immigrant who waited till she got off the boat to give birth.,1,0.0,CFS,UFS,0.0,0.0,2.0,2.0
143_premise1,Homosexuals are searching for a cure for HIV.,1,0.0,CFS,CFS,0.0,0.0,3.0,2.0
145_premise1,They continue to behave in a certain manner even in higher education.,1,0.0,CFS,CFS,1.0,0.0,2.0,1.0
146_premise1,These solutions might not be financially possible.,1,0.0,NFS,NFS,1.0,1.0,1.0,1.0
149_premise1,The kids will suffer all their lives because of their mother.,1,0.0,NFS,NFS,1.0,0.0,2.0,1.0
150_premise1,Black people are by contrast very murderous.,1,1.0,CFS,CFS,0.0,0.0,3.0,2.0
151_premise1,Hungarians just came here to complain and start name calling.,1,0.0,CFS,CFS,0.0,0.0,3.0,2.0
153_premise1,Massive numbers of Chinese people moved into our neighborhood.,1,0.0,CFS,CFS,0.0,0.0,2.0,2.0
156_premise1,These places had stale bread and other issues.,1,0.0,UFS,UFS,1.0,0.0,3.0,1.0
162_premise1,the white race will soon be on the brink of being a minority in a few years.,1,1.0,CFS,CFS,0.0,0.0,2.0,2.0
163_premise1,this highlights the weaknesses of their own countries and how they feel the need to feed off somebody else's country.,1,1.0,CFS,CFS,1.0,0.0,2.0,1.0
164_premise1,"these areas that you name are the preserve of the rich, you wont find a single white working class person living there.",1,1.0,CFS,CFS,0.0,0.0,3.0,2.0
165_premise1,brighton has a large queer population.,1,1.0,CFS,CFS,0.0,0.0,3.0,2.0
166_premise1,what they have constructed is only temporary.,1,0.0,UFS,UFS,1.0,1.0,1.0,1.0
167_premise1,marxist multiculturistic agenda is invading every white nation.,1,1.0,CFS,CFS,1.0,0.0,2.0,1.0
169_premise1,white people know the difference between right and wrong.,1,0.0,CFS,CFS,1.0,0.0,2.0,1.0
170_premise1,92% of abortion clinics are in black communities.,1,0.0,CFS,CFS,0.0,0.0,3.0,2.0
171_premise1,"for the good of all the black, brown, and yellow peoples of the world, whites need to commit racial suicide and disappear from their face of the earth.  .",1,1.0,NFS,NFS,1.0,0.0,3.0,1.0
172_premise1,ra-heem then capped jose twice and double tapped hector just because he was there.,1,1.0,UFS,UFS,1.0,0.0,3.0,1.0
173_premise1,the public education system is full of filth.,1,1.0,CFS,CFS,1.0,0.0,2.0,1.0
174_premise1,they think they can walk anywhere they want.,1,1.0,UFS,UFS,1.0,0.0,2.0,1.0
175_premise1,we must take a stand and defend our race.,1,1.0,NFS,NFS,0.0,0.0,3.0,2.0
176_premise1,we were together on vacation in one croatian island.,1,0.0,UFS,UFS,0.0,0.0,3.0,2.0
177_premise1,they jumped on each other after returning to class.,1,0.0,UFS,UFS,0.0,0.0,3.0,2.0
178_premise1,i want to do something extreme to show my hatred.,1,1.0,NFS,NFS,0.0,0.0,3.0,2.0
179_premise1,"funniest thing was watching drying water off their faces, it looks exactly like baboon or something. .",1,1.0,NFS,UFS,1.0,0.0,3.0,1.0
180_premise1,the media plays on the fears that the average retard thinks hispanic or latino is a race and they play word play with titles like white hispanic and white non hispanic.,1,1.0,CFS,CFS,0.0,0.0,2.0,2.0
181_premise1,people need to drag the scum in the streets.,1,1.0,NFS,NFS,0.0,0.0,3.0,2.0
182_premise1,jews think they can trick god of their love and fidelity by pretending to honor him.,1,1.0,NFS,NFS,1.0,1.0,1.0,1.0
183_premise1,washington dc should send all its black people and welfare recipients to mexico or detroit.,1,1.0,NFS,NFS,0.0,0.0,3.0,2.0
184_premise1,black people are ready to sell their own sister.,1,1.0,CFS,CFS,1.0,0.0,2.0,1.0
185_premise1,negroid tries to burn down couples home.,1,1.0,CFS,UFS,0.0,0.0,2.0,2.0
186_premise1,All the blacks and browns can do is wreck and destroy.,1,1.0,CFS,CFS,1.0,0.0,3.0,1.0
187_premise1,Mr Whitey would be branded a big bad evil racist.,1,1.0,NFS,NFS,1.0,1.0,1.0,1.0
188_premise1,This helped people and kept streets safe.,1,0.0,CFS,CFS,0.0,0.0,2.0,2.0
189_premise1,These Islamic fundamentalists are more backward and worse than the last mob.,1,1.0,CFS,CFS,1.0,0.0,2.0,1.0
190_premise1,"""The Jew is always in the background.""",1,1.0,CFS,CFS,0.0,0.0,2.0,2.0
191_premise1,Do not go to London.,1,0.0,NFS,NFS,0.0,0.0,3.0,2.0
192_premise1,Two white life-savers were cowardly attacked.,1,1.0,UFS,UFS,1.0,0.0,2.0,1.0
193_premise1,"Late last year there were islanders, Indians, Asians and other people from different countries in Mildura.",1,0.0,CFS,CFS,1.0,0.0,3.0,1.0
194_premise1,The show should not involve black/Jewish/LGBTQ people.,1,0.0,NFS,NFS,0.0,0.0,3.0,2.0
195_premise1,Many nonwhites are either too stupid to acknowledge that or want to cause more misery to those who seek the truth.,1,1.0,CFS,CFS,1.0,0.0,2.0,1.0
196_premise1,Non-white people smell like a wild animal in the locker room after a hard workout and do not speak proper English.,1,1.0,CFS,CFS,1.0,0.0,3.0,1.0
197_premise1,"There are open borders, H1-b visas, fake social security numbers, and colleges hiring foreign nationals over White Legal Americans.",1,1.0,CFS,CFS,0.0,0.0,3.0,2.0
198_premise1,We might need our diversity some day to save an entire species.,1,1.0,CFS,NFS,1.0,0.0,2.0,1.0
199_premise1,Sometimes I feel like there isn't any white guy left in the world.,1,1.0,NFS,NFS,0.0,0.0,2.0,2.0
200_premise1,the other week i was walking down shop street and there was a muslim selling copies of the koran.,1,0.0,UFS,UFS,0.0,0.0,3.0,2.0
201_premise1,she has no connection to ireland.,1,0.0,UFS,UFS,1.0,0.0,3.0,1.0
202_premise1,"it sickens me to see them pull up at the mall, grocery store, or gas station.",1,0.0,NFS,NFS,0.0,0.0,2.0,2.0
203_premise1,this tribe delights in bringing diversity and the benefits of multi-culturalism and 'anti-racism' to britain.,1,0.0,CFS,UFS,0.0,0.0,2.0,2.0
204_premise1,there is a video on youtube about it.,1,0.0,UFS,UFS,0.0,0.0,3.0,2.0
205_premise1,people of the same background tend to stick together.,1,0.0,CFS,CFS,0.0,0.0,3.0,2.0
206_premise1,you two were talking behind my back like some [jew],1,1.0,UFS,UFS,1.0,0.0,3.0,1.0
207_premise1,it is funny how those of the east who claim to be the aryans talk about white people who came and mixed with them.,1,0.0,CFS,NFS,0.0,0.0,2.0,2.0
208_premise1,"there is a need for ""black flavor"" in these communities.  .",1,0.0,NFS,NFS,1.0,0.0,2.0,1.0
209_premise1,it is the senior year.,1,0.0,UFS,UFS,0.0,0.0,3.0,2.0
210_premise1,there are more and more black people moving into the area.,1,0.0,CFS,CFS,0.0,0.0,2.0,2.0
211_premise1,your neighbor opened the door for some muslims to come inside.,1,0.0,UFS,UFS,1.0,0.0,3.0,1.0
212_premise1,they will die off and have no way to take care of the kid.,1,0.0,CFS,NFS,0.0,0.0,2.0,2.0
213_premise1,they feel they have to act black or have sexual relations and children with blacks.,1,1.0,CFS,CFS,1.0,0.0,2.0,1.0
215_premise1,i can't find it on youtube.,1,0.0,UFS,UFS,1.0,0.0,3.0,1.0
216_premise1,knowing our enemies is the first step to victory over them.,1,0.0,NFS,NFS,0.0,0.0,3.0,2.0
217_premise1,there are soumalians in finland.,1,0.0,CFS,CFS,0.0,0.0,3.0,2.0
218_premise1,even if that seven percent was all poles.,1,0.0,NFS,CFS,1.0,0.0,2.0,1.0
219_premise1,irish people have to go abroad to find work.,1,0.0,CFS,CFS,0.0,0.0,3.0,2.0
220_premise1,the other week i was walking down shop street and there was a muslim selling copies of the koran.,1,0.0,UFS,UFS,0.0,0.0,3.0,2.0
221_premise1,"there is a need for ""nigga flavor"" in these communities.  .",1,1.0,NFS,NFS,1.0,0.0,2.0,1.0
222_premise1,it is the senior year.,1,0.0,UFS,UFS,1.0,0.0,2.0,1.0
223_premise1,there are more and more niggas moving into the area.,1,1.0,CFS,CFS,1.0,0.0,2.0,1.0
224_premise1,i can't find it on youtube.,1,0.0,UFS,UFS,1.0,0.0,3.0,1.0
225_premise1,even if that seven percent was all poles.,1,0.0,NFS,CFS,1.0,0.0,2.0,1.0
226_premise1,People don't flee the country if they get caught doing the crime.,1,0.0,CFS,CFS,0.0,0.0,3.0,2.0
227_premise1,"Jews are responsible for affirmative action, which allows blacks to take jobs.",0,,CFS,CFS,0.0,0.0,2.0,2.0
228_premise1,"Poles have their own mythical creatures such as Złota Baba, Karzełek, Boginki, and Polevik.",0,,CFS,CFS,1.0,0.0,3.0,1.0
229_premise1,"Only 33.9% of disadvantaged teenagers achieved at least five Cs in their GCSEs, compared to 58.2% of all state school pupils.",0,,CFS,CFS,0.0,0.0,2.0,2.0
230_premise1,he also told me that if the person was bigger than me i was to pick up the nearest thing to hand and smash their head in with it and not to stop till the ambulance came,0,,NFS,UFS,0.0,0.0,2.0,2.0
231_premise1,I saw a black security guard chasing a Lithuanian shoplifter a few weeks ago.,0,,UFS,UFS,1.0,0.0,3.0,1.0
232_premise1,"In Bulgaria u can live , * * * * gypsies and some * * * * * * s/",0,,NFS,CFS,1.0,0.0,3.0,1.0
233_premise1,One of the people had a panzerfaust shirt and the other had a swastika tattoo.,0,,UFS,UFS,1.0,0.0,3.0,1.0
234_premise1,I don't feel really involved.,0,,NFS,NFS,0.0,0.0,3.0,2.0
235_premise1,I am looking for some suggestions on reading material i should read to educate myself about my heritage and how to protect it,0,,NFS,NFS,0.0,0.0,3.0,2.0
236_premise1, I had to be to get in touch with him for the plummer and for anything else I needed from him,0,,UFS,UFS,1.0,0.0,2.0,1.0
237_premise1,Einstein is Airy want us to believe in time travel and hooking up a hose to the sky to funnel dark energy,0,,CFS,CFS,1.0,0.0,2.0,1.0
238_premise1,The white/black gap has failed to narrow by even a point in English since 2003.,0,,CFS,CFS,0.0,0.0,3.0,2.0
239_premise1,The belief system must correspond within a timely manner.,0,,NFS,NFS,0.0,0.0,3.0,2.0
240_premise1,I'm looking to surround myself with other proud white individuals.,0,,UFS,UFS,1.0,0.0,2.0,1.0
241_premise1,Borders are very important even between European countries.,0,,CFS,CFS,0.0,0.0,2.0,2.0
242_premise1,The God Odin was celebrated on the third day of the week.,0,,CFS,CFS,0.0,0.0,3.0,2.0
243_premise1,A heterosexual deviant is just as problematic as a homosexual deviant.,0,,CFS,CFS,1.0,0.0,2.0,1.0
244_premise1,got to keep the bankroll going in every country in every high school on the global map,0,,NFS,CFS,1.0,1.0,1.0,1.0
245_premise1,Im looking for is a beutifull aryan woman to spend my days with.,0,,UFS,UFS,1.0,0.0,2.0,1.0
246_premise1,i guess i couldnt do much worse than the public schools though,0,,NFS,NFS,0.0,0.0,3.0,2.0
247_premise1,It is easier to remain independent and avoid being caught under the stampede if you have a reminder.,0,,NFS,NFS,0.0,0.0,3.0,2.0
248_premise1,My other kids had school still for 2 days.,0,,UFS,UFS,0.0,0.0,3.0,2.0
249_premise1,We have done so well so far.,0,,NFS,NFS,0.0,0.0,3.0,2.0
250_premise1,White nationalism is the belief that the white race must obtain a country for only members of their race to reside in ,0,,CFS,CFS,0.0,0.0,3.0,2.0
251_premise1, i can bust the * * * * * * crack dealers,0,,UFS,UFS,1.0,0.0,2.0,1.0
252_premise1,I'm 5 ' 5 racist as hell,0,,UFS,UFS,1.0,0.0,3.0,1.0
254_premise1,"It 's so tempting to just go out and get drunk , and laid like i did in my youth",0,,NFS,NFS,0.0,0.0,3.0,2.0
255_premise1,Cornelius Patterson Junior was convicted of the October 2009 murder of David Snyder.,0,,CFS,CFS,0.0,0.0,3.0,2.0
256_premise1,If people are unintelligent it means they wo n't think for themselves,0,,CFS,CFS,1.0,0.0,2.0,1.0
257_premise1,We knew nothing of the WN movement or WN,0,,UFS,UFS,1.0,0.0,2.0,1.0
258_premise1,I remember the part where he started to talk about BLACK MALES,0,,UFS,UFS,1.0,0.0,2.0,1.0
259_premise1,"If a person of color says they 're against interracial marriage , then that 's protecting their culture and heritage . '' ?",0,,NFS,NFS,0.0,1.0,1.0,2.0
260_premise1,As long as those photos are of authentic native born people living in Non European areas,0,,NFS,CFS,1.0,0.0,2.0,1.0
261_premise1,I discovered that Coldblooded is 15 years old specialist of racial classifications,0,,NFS,CFS,0.0,1.0,1.0,2.0
262_premise1,"Construction, manufacturing, and utilities account for 25% of GDP",0,,CFS,CFS,0.0,0.0,3.0,2.0
263_premise1,I don't feel safe enough to drive from the North all the way down.,0,,UFS,NFS,1.0,0.0,2.0,1.0
264_premise1,I just hope it 's not considered child abuse nowadays,0,,NFS,NFS,1.0,0.0,2.0,1.0
265_premise1,o.k. take away the anti white jokes for a minute the guy just aint funny at all,0,,NFS,NFS,0.0,0.0,3.0,2.0
266_premise1,the bible says king David had red hair,0,,CFS,CFS,0.0,0.0,3.0,2.0
267_premise1,the families who lived there said : `` What is happening here '',0,,UFS,UFS,1.0,0.0,3.0,1.0
268_premise1,you dont cause your kids to fall behind in their classwork,0,,NFS,NFS,0.0,0.0,3.0,2.0
269_premise1,I never saw anyone with light hair or light eyes,0,,UFS,UFS,1.0,0.0,3.0,1.0
270_premise1,what i do remember would be biased cause i didnt join national socialism until coupla months ago,0,,UFS,UFS,1.0,0.0,2.0,1.0
272_premise1,men will do whatever a woman says right lol,0,,CFS,NFS,1.0,1.0,1.0,1.0
273_premise1,the family types there said : `` This is a strange community ',0,,UFS,UFS,1.0,0.0,3.0,1.0
274_premise1,they do n't look White they look like something from the Caucasus,0,,CFS,CFS,1.0,0.0,3.0,1.0
