file_id,idx,text_ed,IS,weak,concat,concat_hate,premise0_cw_annA_platinum,premise1_cw_annA_platinum,premise2_cw_annA_platinum,premise3_cw_annA_platinum,premise4_cw_annA_platinum,premise5_cw_annA_platinum,conclusion_cw_annA_platinum,premise0_cw_annB_platinum,premise1_cw_annB_platinum,premise2_cw_annB_platinum,premise3_cw_annB_platinum,premise4_cw_annB_platinum,premise5_cw_annB_platinum,conclusion_cw_annB_platinum,premise0_cw_annC_platinum,premise1_cw_annC_platinum,premise2_cw_annC_platinum,premise3_cw_annC_platinum,premise4_cw_annC_platinum,premise5_cw_annC_platinum,conclusion_cw_annC_platinum,premise0_cw_platinum,premise1_cw_platinum,premise2_cw_platinum,premise3_cw_platinum,premise4_cw_platinum,premise5_cw_platinum,conclusion_cw_platinum,premise0_needed_judge_platinum,premise1_needed_judge_platinum,premise2_needed_judge_platinum,premise3_needed_judge_platinum,premise4_needed_judge_platinum,premise5_needed_judge_platinum,conclusion_needed_judge_platinum
30739068_1,238,"http://www.sfgate.com/cgi-bin/articl...BAJK19A7M6.DTL ``Based on the rate of improvement from 2003 to 2009 , it would take up to 105 years to close the white/Hispanic achievement gap and at least 189 years to close the white/black gap , which has failed to narrow by even a point in English since 2003 , according to scores released Tuesday . '' and `` Wealthier black students score well below their white and Asian counterparts , including those who are from low-income families . ''",,,"Based on the rate of improvement from 2003 to 2009 , it would take up to 105 years to close the white/Hispanic achievement gap and at least 189 years to close the white/black gap . The white/black gap has failed to narrow by even a point in English since 2003. Wealthier black students score well below their white and Asian counterparts. This includes those who are from low-income families.
. ",0,CFS,CFS,CFS,CFS,,,,CFS,CFS,CFS,CFS,,,,CFS,CFS,CFS,CFS,,,,CFS,CFS,CFS,CFS,,,,0.0,0.0,0.0,0.0,,,
14417601_1,239,Our youth are our future indeed ! Just as Hitler 's youth ours must be addressed early to the doctrines in order to secure a foundamental inherent belief system which corressponds within a timely manner enabling them and thier thought processes to formulate and adjust to rudimentary belief functions incorporating all thier senses.They must become keenly aware of social agendas and political ramifications of action v.s. inaction as it pertains to strategical logistics of a growing super power .,,,"Just as Hitler 's youth ours must be addressed early to the doctrines in order to secure a foundamental inherent belief system. The belief system must correspond within a timely manner. The belief system must enable them and their thought processes to formulate and adjust to rudimentary belief functions incorporating all senses. The youth must become keenly aware of social agendas. The youth must become aware of political ramifications of action and inaction. The youth must understand the strategic logistics of a growing superpower. Therefore, Our youth are our future indeed !.",0,NFS,NFS,NFS,NFS,NFS,NFS,NFS,NFS,NFS,NFS,NFS,NFS,NFS,NFS,NFS,NFS,NFS,NFS,NFS,NFS,NFS,NFS,NFS,NFS,NFS,NFS,NFS,NFS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14102501_1,240,im a 29 year old proud white male who is looking to surround myself with other proud white individuals. im not a radical just a normal guy who is proud of my culture and is tired of being looked down upon from society for being a proud white male. also tired of the `` white boyz '' who are clueless of who they are and where they come from. if anyone wants to know more about please ask,,,"im a 29 year old proud white male. I'm looking to surround myself with other proud white individuals. im not a radical just a normal guy who is proud of my culture. I'm tired of being looked down upon from society for being a proud white male. tired of the `` white boyz '' who are clueless of who they are and where they come from. Therefore, if anyone wants to know more about please ask.",0,UFS,UFS,UFS,UFS,UFS,,NFS,UFS,NFS,NFS,NFS,NFS,,NFS,UFS,UFS,UFS,NFS,NFS,,NFS,UFS,UFS,UFS,NFS,NFS,,NFS,0.0,0.0,0.0,0.0,0.0,,0.0
12860520_2,241,"White Irish nationalist for Ireland White German nationalist for Germany White Dutch people for the Netherlands Thats not hard borders are very important even between European countries To destroy or harm any culture is a crime against humanity and melting down all the smaller countries into one big country destroying there languages and so on would just be wrong , we should work together yes we are all white and all brothers and our nations are sacred .",,,"White Irish nationalist for Ireland White German nationalist for Germany White Dutch people for the Netherlands. Borders are very important even between European countries. Destroying or harming any culture is a crime against humanity. Melting down smaller countries into one big country would be wrong. We are all white and all brothers and our nations are sacred . Therefore, We should work together.",0,NFS,CFS,CFS,CFS,NFS,,NFS,NFS,CFS,CFS,CFS,CFS,,NFS,NFS,NFS,CFS,NFS,NFS,,NFS,NFS,CFS,CFS,CFS,NFS,,NFS,0.0,0.0,0.0,0.0,0.0,,0.0
13585108_3,242,"For example , on the second day of the week , the Brits celebrated the God `` Tyr '' ( Tyrsday ) ; on the third day of the week , they celebrated the God Odin , known in Saxon as `` Wodin '' ( Wodinsday ) ; on the fourth day of the week , they celebrated Thor ( Thorsday ) and on the fifth day of the week celebrated Frigg ( Friggsday ) .",,,"The Brits celebrated the God Tyr on the second day of the week. The God Odin was celebrated on the third day of the week. The God Odin is known as ""Wodin"" in Saxon. Thor was celebrated on the fourth day of the week. Frigg was celebrated on the fifth day of the week. ",0,CFS,CFS,CFS,CFS,CFS,,,CFS,CFS,CFS,CFS,CFS,,,CFS,CFS,CFS,CFS,CFS,,,CFS,CFS,CFS,CFS,CFS,,,0.0,0.0,0.0,0.0,0.0,,
30653614_2,243,"If a person 's sexuality is an issue for them only then it should be an issue for us , normal people of either orientation do n't have their sex life at the centre of their attention all the time , a heterosexual deviant is just as much as a problem as a homosexual deviant and there are more straight perverts and psychos around trying to `` infiltrate '' groups than there are homosexuals .",,,"Normal people of either orientation do n't have their sex life at the centre of their attention all the time. A heterosexual deviant is just as problematic as a homosexual deviant. There are more straight perverts and psychos attempting to infiltrate groups than there are homosexuals. Therefore, If a person 's sexuality is an issue for them only then it should be an issue for us.",0,CFS,CFS,CFS,,,,NFS,CFS,CFS,CFS,,,,NFS,CFS,NFS,CFS,,,,NFS,CFS,CFS,CFS,,,,NFS,0.0,0.0,0.0,,,,0.0
30776478_1,244,My favorite part. sheds some light on how the Holocaust is taught in high schools around the world ^ ^ ^ ^ ^ ^ ^ ^ ^ ^ ^ ^ got to keep the bankroll going in every country in every high school on the global map They have jew inspectors going to every high school making sure the holocaust is being properly taught ( if you know what i mean ) .,,,My favorite part. sheds some light on how the Holocaust is taught in high schools around the world. got to keep the bankroll going in every country in every high school on the global map. They have jew inspectors going to every high school making sure the holocaust is being properly taught ( if you know what i mean ) .,0,NFS,CFS,CFS,,,,,NFS,NFS,CFS,,,,,NFS,UFS,CFS,,,,,NFS,CFS,CFS,,,,,0.0,1.0,0.0,,,,
14105712_1,245,"hey im new on this site , what im looking for is a beutifull aryan woman to spend my days with.im in columbus , ohio.looking for my mate to live in columbus or surrounding areas. im 30 yrs old , ( but look 20 or so ) light brown hair , blue eyes.proffesional service technician , with alot of interest. if your looking fr near the same get ahold of me . eric",,,"im new on this site. Im looking for is a beutifull aryan woman to spend my days with. im in columbus , ohio.looking for my mate to live in columbus or surrounding areas. im 30 yrs old , ( but look 20 or so ) light brown hair , blue eyes. proffesional service technician , with alot of interest. Therefore, if your looking fr near the same get ahold of me . eric.",0,UFS,UFS,UFS,UFS,UFS,,NFS,NFS,NFS,NFS,UFS,UFS,,NFS,UFS,UFS,UFS,UFS,UFS,,NFS,UFS,UFS,UFS,UFS,UFS,,NFS,0.0,0.0,0.0,0.0,0.0,,0.0
30704895_1,246,"if i end up with kids i would prefer to home school them.  i worry about it though as i am not very intelligent , nor do i have experience with kids or educating them. i guess i couldnt do much worse than the public schools though. i do have a kind of plan as far as social skills. i would put my kids in sports and classes like gymnastics and karate .",,,"i worry about my kids education as i am not very intelligent , nor do i have experience with kids or educating them. i guess i couldnt do much worse than the public schools though. i do have a kind of plan as far as social skills. i would put my kids in sports and classes like gymnastics and karate . Therefore, if i end up with kids i would prefer to home school them. .",0,UFS,NFS,NFS,,,,NFS,NFS,NFS,NFS,,,,NFS,UFS,NFS,NFS,,,,NFS,UFS,NFS,NFS,,,,NFS,0.0,0.0,0.0,,,,0.0
13455402_4,247,I 'm not saying `` do n't go out of your house and do n't talk to anyone '' but it 's really important to stay grounded with a group who are n't part of the mass. It 's much easier to remain independent and avoid being caught under the stampede if you have a reminder that you are n't the only person who 's not part of the mass. Uuuugh !,,,It is important to stay grounded with a group who are not part of the mass. It is easier to remain independent and avoid being caught under the stampede if you have a reminder. You are not the only person who is not part of the mass.,0,NFS,NFS,NFS,,,,,NFS,NFS,NFS,,,,,NFS,NFS,UFS,,,,,NFS,NFS,NFS,,,,,0.0,0.0,0.0,,,,
30507540_1,248,She is off this week from school for thanksgiving and my other kids had school still for 2 days so she went with me to school.On way back was explaining to her my side and her mothers side of our heritage and explaining to her where the different countries were and told her we can get a map of Europe and she can color in the countries we are from .,,,"She is off this week from school for thanksgiving. My other kids had school still for 2 days. She went with me to school. On the way back, I was explaining to her my side and her mother's side of our heritage. I was explaining to her where the different countries were. I told her we can get a map of Europe. She can color in the countries we are from. ",0,UFS,UFS,UFS,UFS,UFS,UFS,UFS,UFS,UFS,UFS,NFS,NFS,NFS,NFS,UFS,UFS,UFS,UFS,UFS,UFS,NFS,UFS,UFS,UFS,UFS,UFS,UFS,NFS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13590736_1,249,well here we have it a white european team against a latin american team. we have done so well so far. that a white team has come this far is being considered as incredible by some. but since the next games are in germany2006 would n't it be wonderful if a northern european team won this !!! already i have read about german superiority rascist remarks. pamela leighas pallessen-scherehart,,,Well here we have it a white european team against a latin american team. We have done so well so far. that a white team has come this far is being considered as incredible by some. The next games will take place in Germany in 2006. It would be wonderful if a northern European team won. already i have read about german superiority rascist remarks.,0,UFS,NFS,NFS,CFS,NFS,NFS,,NFS,NFS,NFS,CFS,NFS,NFS,,UFS,NFS,UFS,CFS,NFS,UFS,,UFS,NFS,NFS,CFS,NFS,NFS,,0.0,0.0,0.0,0.0,0.0,0.0,
13462686_10,250,"The word nationalism to this day doesnt have a watertight definition however this is what I think it should mean in this context : White nationalism is the belief that the white race must obtain a country for only members of their race to reside in , for the purpose of preserving their race 's existence as a biological category and as well as their races culture .",,,The word nationalism to this day doesnt have a watertight definition. White nationalism is the belief that the white race must obtain a country for only members of their race to reside in . The purpose of white nationalism is to preserve the white race's existence and culture.,0,CFS,CFS,CFS,,,,,CFS,CFS,CFS,,,,,CFS,CFS,CFS,,,,,CFS,CFS,CFS,,,,,0.0,0.0,0.0,,,,
14106131_1,251,hey i definitly know what your going through. i am a reserve officer in my town just so i can bust the * * * * * * crack dealers. i have no better enjoyment than to watch one squirm before he is sent up the river. my town is mostly * * * * * * s so you already know i am a very busy officer,,,"i am a reserve officer in my town.  i can bust the * * * * * * crack dealers. i have no better enjoyment than to watch one squirm before he is sent up the river. my town is mostly * * * * * * s. Therefore, I am a very busy officer.",0,UFS,UFS,UFS,UFS,,,UFS,UFS,UFS,NFS,UFS,,,UFS,UFS,NFS,UFS,NFS,,,UFS,UFS,UFS,UFS,UFS,,,UFS,0.0,0.0,0.0,0.0,,,0.0
14108767_1,252,hi i have short hair im 5 ' 5 racist as hell im not fat im from mass theres a small group of us out here it 's so hard to new meet people with your believes im just looking to date some one who gets were im coming from are make new friends so if your out there give me a email back 88 heily : explode,,,"I have short hair. I'm 5 ' 5 racist as hell. I'm from Massachusetts. theres a small group of us out here. it 's so hard to new meet people with your believes. Therefore, if your out there give me a email back.",0,UFS,UFS,UFS,UFS,UFS,,NFS,UFS,UFS,UFS,NFS,NFS,,NFS,UFS,UFS,UFS,UFS,NFS,,NFS,UFS,UFS,UFS,UFS,NFS,,NFS,0.0,0.0,0.0,0.0,0.0,,0.0
30482558_2,253,"If you really want to change that bad grammar habit , simply practice at home ( or in your work cubicle ) - say out loud `` would have '' , `` should have '' , `` could have '' 100 times a day for each phrase ( yes for a total of 300 times per day ) until it is part of your normal everyday speech .",,,"If you really want to change that bad grammar habit , simply practice at home ( or in your work cubicle ). Therefore, Say out loud `` would have '' , `` should have '' , `` could have '' 100 times a day for each phrase ( yes for a total of 300 times per day ) until it is part of your normal everyday speech .",0,NFS,,,,,,NFS,NFS,,,,,,NFS,NFS,,,,,,NFS,NFS,,,,,,NFS,0.0,,,,,,0.0
14096118_1,254,"drinking does ease the sorrow of a lonely life .. it 's so tempting to just go out and get drunk , and laid like i did in my youth .. but i have n't got the energy for it anymore .. more likely to lie in bed and cry until it 's time to go work .. still hoping life gets better than this : drink 2508",,,"Drinking does ease the sorrow of a lonely life. It 's so tempting to just go out and get drunk , and laid like i did in my youth. I have n't got the energy for it anymore. more likely to lie in bed and cry until it 's time to go work .. still hoping life gets better than this. ",0,CFS,NFS,NFS,NFS,,,,UFS,NFS,NFS,NFS,,,,NFS,NFS,NFS,NFS,,,,CFS,NFS,NFS,NFS,,,,1.0,0.0,0.0,0.0,,,
13474316_1,255,"David Allen Snyder , age 26 , died on October 18 , 2009 at his residence in Findlay , Ohio R.I.P. David Allen Snyder Obituary at Coldern Crates Funeral Homes The jury took only about four hours Tuesday afternoon and early evening to convict Cornelius Patterson Junior of the October , 2009 murder of 26-year-old David Snyder in a Jennifer Lane apartment complex where both men lived .",,,"David Allen Snyder, age 26, died on October 18, 2009 at his residence in Findlay, Ohio. Cornelius Patterson Junior was convicted of the October 2009 murder of David Snyder. The murder took place in a Jennifer Lane apartment complex where both men lived. ",0,CFS,CFS,CFS,,,,,CFS,CFS,CFS,,,,,CFS,CFS,CFS,,,,,CFS,CFS,CFS,,,,,0.0,0.0,0.0,,,,
30674539_1,256,"Sorry but the no child left behind program is bull in my mind , but if people are unintelligent it means they wo n't think for themselves and if they do n't think for themselves they are easier to control. thats pretty much laying down the ground work for for future generations of kids to be obese , corperate sell outs for the government to use .",,,"The no child left behind program is bull in my mind. If people are unintelligent it means they wo n't think for themselves. If they do n't think for themselves they are easier to control. Thats pretty much laying down the ground work for future generations of kids to be obese. Therefore, These are corperate sell outs for the government to use.",0,UFS,CFS,CFS,CFS,,,CFS,NFS,NFS,NFS,NFS,,,CFS,UFS,CFS,NFS,NFS,,,NFS,UFS,CFS,NFS,NFS,,,CFS,0.0,0.0,0.0,0.0,,,0.0
31711240_4,257,That s how I and my friends were for awhile we have the same beliefs but knew nothing of the WN movement or WN until one day I was searching the web and came across a white nationalist site and there was a link to stormfront on it and from there I told my friends about it and now we will try and spread the word !,,,"That s how I and my friends were for awhile we have the same beliefs. We knew nothing of the WN movement or WN. One day I was searching the web and came across a white nationalist site and there was a link to stormfront on it. From there I told my friends about it. Therefore, Now we will try and spread the word !.",0,UFS,UFS,UFS,UFS,,,NFS,NFS,NFS,NFS,NFS,,,NFS,UFS,UFS,UFS,UFS,,,NFS,UFS,UFS,UFS,UFS,,,NFS,0.0,0.0,0.0,0.0,,,0.0
31662212_1,258,"i've seen it , the whole thing and i remember the part where he started to talk about BLACK MALES and showed a bunch of these news clips saying `` the suspect is a black male '' etc. acting like we are suppose to feel sorry for them and they are all innocent. and like you said , i don`t think one black person was interviewed ...",,,"I've seen it , the whole thing. I remember the part where he started to talk about BLACK MALES. It showed a bunch of these news clips saying `` the suspect is a black male '' etc. They are acting like we are suppose to feel sorry for them and they are all innocent. I don`t think one black person was interviewed . ",0,UFS,UFS,UFS,UFS,NFS,,,NFS,NFS,NFS,NFS,UFS,,,UFS,UFS,UFS,NFS,NFS,,,UFS,UFS,UFS,NFS,NFS,,,0.0,0.0,0.0,0.0,0.0,,
14023423_1,259,"The first two being the one that starts with ; `` When the discussion of race comes up , this one makes tempers flare like no other. * If a White person says they 're against interracial marriage , then that 's racist. * If a person of color says they 're against interracial marriage , then that 's protecting their culture and heritage . '' ?",,,"If a White person says they 're against interracial marriage , then that 's racist. If a person of color says they 're against interracial marriage , then that 's protecting their culture and heritage . '' ?. Therefore, When the discussion of race comes up , this one makes tempers flare like no other.",0,NFS,NFS,,,,,UFS,UFS,UFS,,,,,NFS,CFS,CFS,,,,,CFS,UFS,NFS,,,,,UFS,1.0,1.0,,,,,1.0
13462686_7,260,"Since your genetic makeup determines your physical appearance , as long as those photos are of authentic native born people living in Non European areas , there probably are some Non European peoples whose genetic makeup as well as physical appearance differs not in the slightest from that of Europeans , then they must be considered white , so there probably are non European whites .",,,"Genetic makeup determines physical appearance. As long as those photos are of authentic native born people living in Non European areas. There are Non European peoples whose genetic makeup and physical appearance are identical to Europeans. Therefore, Non European peoples who have the same genetic makeup and physical appearance as Europeans must be considered white.",0,CFS,CFS,CFS,,,,NFS,CFS,NFS,CFS,,,,CFS,CFS,CFS,CFS,,,,CFS,CFS,CFS,CFS,,,,CFS,0.0,0.0,0.0,,,,0.0
14076798_1,261,"Oh Chrommagus , we are so lucky that you did not destroy this `` gypsy capital of Sofia '' , ( Whatever it means ) I wo n't argue anymore , I discovered that Coldblooded is 15 years old specialist of racial classifications , if he told me that I ca n't post in Slavic thread .. he might be right Big authority .",,,"Oh Chrommagus , we are so lucky that you did not destroy this `` gypsy capital of Sofia '' , ( Whatever it means ). I discovered that Coldblooded is 15 years old specialist of racial classifications. if he told me that I ca n't post in Slavic thread .. he might be right Big authority . Therefore, I won't argue anymore.",0,UFS,NFS,NFS,,,,NFS,NFS,UFS,NFS,,,,NFS,NFS,CFS,NFS,,,,NFS,NFS,CFS,NFS,,,,NFS,0.0,1.0,0.0,,,,0.0
13591809_1,262,"Services account for 62.6 % of GDP Construction , manufacturing , and utilities 25 % of GDP Fish and fish processing 9.9 % Agriculture 1.8 % Main exports Fish and crustaceans 63 % ( 2000 ) Aluminum 19.4 % Tourism Accounted for 14 % of foriegn exchange It looks like they have a pretty modern economy , not many low skill jobs available .",,,"Services account for 62.6% of GDP. Construction, manufacturing, and utilities account for 25% of GDP. Fish and fish processing account for 9.9% of GDP. Agriculture accounts for 1.8% of GDP. Main exports are fish and crustaceans (63%) and aluminum (19.4%). Tourism accounts for 14% of foreign exchange. Therefore, It looks like they have a pretty modern economy , not many low skill jobs available .",0,CFS,CFS,CFS,CFS,CFS,CFS,CFS,CFS,CFS,CFS,CFS,CFS,CFS,CFS,CFS,CFS,CFS,CFS,CFS,CFS,CFS,CFS,CFS,CFS,CFS,CFS,CFS,CFS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14039881_1,263,"I just got a car , but there is no way I will feel safe enough to drive from the North all the way down , ( I 'm not used to it 's gears yet and wo n't actually be able to drive it on the road till next week ) and the petrol will surely cost even more than public transport ?",,,"I just got a car. I don't feel safe enough to drive from the North all the way down. I'm not used to its gears yet. The petrol will surely cost more than public transport. Therefore, I won't be able to drive it on the road until next week.",0,UFS,UFS,UFS,CFS,,,UFS,UFS,NFS,NFS,CFS,,,NFS,UFS,NFS,UFS,CFS,,,NFS,UFS,NFS,UFS,CFS,,,NFS,0.0,0.0,0.0,0.0,,,0.0
14262586_4,264,It 's good to spook kids with our folklore so they can pass it down .. I just hope it 's not considered child abuse nowadays .. lol .. Just/kid' n It just keeps their minds aware Imagine a kids face when they learn of the stories of our ancestors around the camp fire .. this is a water toast BTW -- >,,,It 's good to spook kids with our folklore so they can pass it down. I just hope it 's not considered child abuse nowadays. Imagine a kids face when they learn of the stories of our ancestors around the camp fire.,0,NFS,CFS,NFS,,,,,NFS,NFS,NFS,,,,,NFS,NFS,NFS,,,,,NFS,NFS,NFS,,,,,0.0,0.0,0.0,,,,
12868966_1,265,I cant stand this guy and hate it when i meet whites and they say how funny they think he is o.k. take away the anti white jokes for a minute the guy just aint funny at all it just blows my mind how they have some talentless black fool in films but you will never see a untalented white basketball player .,,,I cant stand this guy and hate it when i meet whites and they say how funny they think he is. o.k. take away the anti white jokes for a minute the guy just aint funny at all. it just blows my mind how they have some talentless black fool in films. you will never see a untalented white basketball player .,0,NFS,NFS,NFS,CFS,,,,NFS,NFS,NFS,CFS,,,,NFS,NFS,NFS,NFS,,,,NFS,NFS,NFS,CFS,,,,0.0,0.0,0.0,0.0,,,
14299696_1,266,This is definitely the most informal thread I have read about the jewish problem one thing I dont understand is the fact that most jews seem pretty white and the bible says king David had red hair is there a difference in the dna of most jews and europeans or is it mainly a just their condensening holier than thou attitude .,,,"Most jews seem pretty white. the bible says king David had red hair. Therefore, is there a difference in the dna of most jews and europeans or is it mainly a just their condensening holier than thou attitude?",0,CFS,CFS,,,,,NFS,CFS,CFS,,,,,CFS,CFS,CFS,,,,,CFS,CFS,CFS,,,,,CFS,0.0,0.0,,,,,0.0
14430526_5,267,"The homosexual outcasts of the nation quietly moved into San Francisco 's Castro District , and the families who lived there said : `` What is happening here '' Eventually a few conscious Whites noticed and said : `` This is what is happening , and at last , at last , it 's time to wake the sleepers . ''",,,"The homosexual outcasts of the nation moved into San Francisco's Castro District. the families who lived there said : `` What is happening here ''. Eventually a few conscious Whites noticed and said : `` This is what is happening , and at last , at last , it 's time to wake the sleepers . ''. ",0,CFS,UFS,UFS,,,,,CFS,UFS,UFS,,,,,CFS,UFS,UFS,,,,,CFS,UFS,UFS,,,,,0.0,0.0,0.0,,,,
30765154_2,268,"Probably be a good idea to call your kid 's teachers and find out what they are learning about so you dont cause your kids to fall behind in their classwork though , and it will send a message to the school that you dont intend to not educate your kids which might get them off your back a bit .",,,Probably be a good idea to call your kid 's teachers and find out what they are learning about . you dont cause your kids to fall behind in their classwork.  it will send a message to the school that you dont intend to not educate your kids which might get them off your back a bit .,0,NFS,NFS,NFS,,,,,NFS,NFS,NFS,,,,,NFS,NFS,NFS,,,,,NFS,NFS,NFS,,,,,0.0,0.0,0.0,,,,
30793062_1,269,"For gods sake Davison you say `` many '' but I went to Iran when I was little ( I only went to Shiraz & Tehran ) & I never saw anyone with light hair or light eyes , I have since met a few with green eyes but never light hair so it couldnt have been `` many '' .",,,"I went to Iran when I was little ( I only went to Shiraz & Tehran ). I never saw anyone with light hair or light eyes. I have since met a few with green eyes but never light hair. Therefore, It couldnt have been `` many ''.",0,UFS,UFS,UFS,,,,NFS,UFS,UFS,UFS,,,,CFS,UFS,UFS,UFS,,,,NFS,UFS,UFS,UFS,,,,NFS,0.0,0.0,0.0,,,,0.0
31759549_1,270,"im not in history this year. cant really talk about last year cause i forgot most of it by now and what i do remember would be biased cause i didnt join national socialism until coupla months ago , and i dont even know if you could really say i joined. not like u fill out a form or something .",,,"im not in history this year. cant really talk about last year cause i forgot most of it by now. what i do remember would be biased cause i didnt join national socialism until coupla months ago. Therefore, i dont even know if you could really say i joined. not like u fill out a form or something .",0,UFS,UFS,,,,,UFS,NFS,NFS,,,,,NFS,UFS,UFS,,,,,NFS,UFS,UFS,,,,,NFS,0.0,0.0,,,,,0.0
31706302_3,271,"Wiggers by nature are very much influenced by peer pressure ( that 's why they are wiggers ) so make fun of their attire and mannerisms and say things like `` why do n't you act like a white man for a change '' or `` you are really sad , why are you ashamed of being white ? ''",,,"Wiggers by nature are very much influenced by peer pressure ( that 's why they are wiggers ). Therefore, make fun of their attire and mannerisms and say things like `` why do n't you act like a white man for a change '' or `` you are really sad , why are you ashamed of being white ? ''.",0,CFS,,,,,,NFS,CFS,,,,,,NFS,CFS,,,,,,NFS,CFS,,,,,,NFS,0.0,,,,,,0.0
14088893_1,272,on here look in your state. its important that white women speak about it to white men that are on the edge of being liberals or not lol or brainwashed fruit cakes.you can shock them wake them up or remind them. keep it up do n't get down on yourself. men will do whatever a woman says right lol,,,"you can shock them wake them up or remind them. men will do whatever a woman says right lol. Therefore, its important that white women speak about it to white men that are on the edge of being liberals or not lol or brainwashed fruit cakes.",0,NFS,CFS,,,,,NFS,NFS,UFS,,,,,NFS,NFS,NFS,,,,,NFS,NFS,NFS,,,,,NFS,0.0,1.0,,,,,0.0
14430526_3,273,"The hippies moved in from all across the nation to the Haight Ashbury and the family types there said : `` This is a strange community '' The hippies who knew laughed and a group called Buffalo Springfield made a song about it "" `` What is happening here , what it is ai n't exactly clear . ''",,,"The hippies moved in from all across the nation to the Haight Ashbury. the family types there said : `` This is a strange community '. The hippies who knew laughed and a group called Buffalo Springfield made a song about it "" `` What is happening here , what it is ai n't exactly clear . ''. ",0,UFS,UFS,UFS,,,,,CFS,UFS,UFS,,,,,CFS,UFS,CFS,,,,,CFS,UFS,UFS,,,,,0.0,0.0,0.0,,,,
30453770_2,274,This is a picture of Christian Albanian people they do n't look White they look like something from the Caucasus I know my Dad dated a Christian Albanian at one point she was light Brown ( I do n't just mean a tan she was literally light Brown ) she had coal black hair and a massive nose .,,,This is a picture of Christian Albanian people. they do n't look White they look like something from the Caucasus. Dad dated a Christian Albanian at one point she was light Brown ( I do n't just mean a tan she was literally light Brown ). she had coal black hair and a massive nose .,0,UFS,CFS,UFS,UFS,,,,UFS,CFS,UFS,UFS,,,,CFS,CFS,UFS,UFS,,,,UFS,CFS,UFS,UFS,,,,0.0,0.0,0.0,0.0,,,
14263556_1,275,"in a crisis , it wont matter. people will have to join us or face death at the hands of non-whites. its that simple. without the media and schools feeding them lies , they will have nothing to go on by except for real world encounters and cold truth .. and thats when our numbers will get large .",,,"In a crisis, people will have to join us or face death at the hands of non-whites. Without the media and schools feeding them lies, people will have nothing to go on except for real world encounters and cold truth. Therefore, Our numbers will get large when people are exposed to the real world and cold truth.",0,CFS,CFS,,,,,NFS,CFS,CFS,,,,,NFS,NFS,NFS,,,,,NFS,CFS,CFS,,,,,NFS,0.0,0.0,,,,,0.0
13499982_1,276,Oh so we cannot post on this subject because at this moment in time we are not in the same AREA as you .... WHATEVER So I will wait maybe untill next spring when I go to LODZ And JP should wait untill he starts school this winter in Bratislava THEN can we post ?? ......... PLEASE SIR,,,so we cannot post on this subject because at this moment in time we are not in the same AREA as you .... WHATEVER. So I will wait maybe untill next spring when I go to LODZ. JP should wait untill he starts school this winter in Bratislava THEN can we post ?? ......... PLEASE SIR.,0,UFS,NFS,NFS,,,,,NFS,NFS,NFS,,,,,UFS,NFS,NFS,,,,,UFS,NFS,NFS,,,,,0.0,0.0,0.0,,,,
31782617_1,277,They way my mom found out was by my Negro loving sister and my sister found out because a black racist bus driver started to call my sister and her friends racial names so I said I would get some of my friends and we would go on that bus to ``make a statement`` and she told .,,,a black racist bus driver started to call my sister and her friends racial names. I would get some of my friends and we would go on that bus to ``make a statement``. my mom found out was by my Negro loving sister.,0,UFS,UFS,UFS,,,,,UFS,NFS,UFS,,,,,UFS,NFS,UFS,,,,,UFS,NFS,UFS,,,,,0.0,0.0,0.0,,,,
13505191_2,278,"These in Russia i saw was pure black as black as can be , maybe some of them was `` tourists '' and `` students '' but the ones i seen near the out door music show was wearing dirty clothes in their late 20s big gang off them , even seen a girl dating a black .",,,"These in Russia i saw was pure black as black as can be. maybe some of them was `` tourists '' and `` students ''. the ones i seen near the out door music show was wearing dirty clothes in their late 20s big gang off them. Therefore, even seen a girl dating a black .",0,UFS,UFS,UFS,,,,UFS,CFS,CFS,UFS,,,,UFS,UFS,UFS,UFS,,,,UFS,UFS,UFS,UFS,,,,UFS,0.0,0.0,0.0,,,,0.0
14109339_1,279,how are u im looking to make new friends so i ask u would u like to talk to me some time im a guy frome ny just trying to make some new friends if u would like to talk to me u can email me at killergods2001@yahoo.com thanks for your time hope to hear from u,,,"im looking to make new friends. im a guy frome ny. Therefore, if u would like to talk to me u can email me at killergods2001@yahoo.com thanks for your time hope to hear from u.",0,UFS,UFS,,,,,NFS,NFS,NFS,,,,,NFS,UFS,UFS,,,,,NFS,UFS,UFS,,,,,NFS,0.0,0.0,,,,,0.0
30462337_7,280,"If a 10th grade teacher says they 're grading from a rubric that says they 're grading based on grammar , spelling , sentence structure , and format only , they ca n't , in most cases , turn around and give you a failing grade for the assignment because they do n't like the content .",,,"If a 10th grade teacher says they 're grading from a rubric that says they 're grading based on grammar , spelling , sentence structure , and format only they ca n't , in most cases , turn around and give you a failing grade for the assignment because they do n't like the content . ",0,CFS,,,,,,,UFS,,,,,,,NFS,,,,,,,UFS,,,,,,,1.0,,,,,,
