file_id,idx,text_ed,premise0,premise1,premise2,conclusion,concat,weak,check_worthy_premise0,check_worthy_premise1,check_worthy_premise2,check_worthy_conclusion,premise0_hate,premise1_hate,premise2_hate,conclusion_hate,arg_comps_ok,target_ok,only_claims,label
14279550_3,170,"Living in a boarder state , Texas , the problems of illegal aliens is , naturally , a stark reality , and let me add that the only solution that I see is the implimentation of U.S. Troops as guards on the Mexican boarder .","living in a border state, texas, the problems of illegal aliens is a stark reality.",,,the only solution to the problem of illegal aliens is the implementation of u.s. troops as guards on the mexican border.,"living in a border state, texas, the problems of illegal aliens is a stark reality. Therefore, the only solution to the problem of illegal aliens is the implementation of u.s. troops as guards on the mexican border.",conclusion,CFS,,,CFS,1.0,0.0,0.0,0.0,,,,HS
14678603_1,171,I am White and I believe all White people know the difference between right and wrong no matter what they say about their political positions.We are facing genocide as a people and the infighting is just loved by non Whites .,non-whites love the infighting among white people.,white people know the difference between right and wrong.,,white people are facing genocide.,"non-whites love the infighting among white people. white people know the difference between right and wrong. Therefore, white people are facing genocide.",conclusion,CFS,CFS,,CFS,1.0,0.0,0.0,1.0,,,,HS
30407919_4,172,"Also some of us on here , like myself , do not believe in the genocide of another race which is what abortion is doing to the Black race as 92 % of abortion clinics are in Black communities , we just do n't believe in race mixing .",abortion is leading to the genocide of the black race.,92% of abortion clinics are in black communities.,,we do not believe in race mixing.,"abortion is leading to the genocide of the black race. 92% of abortion clinics are in black communities. Therefore, we do not believe in race mixing.",premise0,CFS,CFS,,NFS,0.0,0.0,0.0,1.0,,,,HS
30466478_1,173,"I am sure California is full of sick self hating whites , who think that for the good of all the black brown and yellow peoples of the world , whites need to commit racial suicide and disappear from their face of the earth for their sake and wo n't that be just dandy !",california is full of sick self-hating whites.,"for the good of all the black, brown, and yellow peoples of the world, whites need to commit racial suicide and disappear from their face of the earth.  .",,"this would be beneficial for the black, brown, and yellow peoples of the world.","california is full of sick self-hating whites. for the good of all the black, brown, and yellow peoples of the world, whites need to commit racial suicide and disappear from their face of the earth.  . Therefore, this would be beneficial for the black, brown, and yellow peoples of the world.",premise1,CFS,NFS,,NFS,0.0,1.0,0.0,1.0,,,,HS
30632767_1,174,"If ra-heem had a gat wit 17 bumps and jose ' dised him in front of OG peeps and he capped dat bitch twice den double tapp hector jus cause he be dere , monique pregnant , say ra-heem baby daddy , how much welfare they get ? multiply food stamps X project housing add free utilities , stolen cars and drugs sold to find out why they are still poor",ra-heem had a gun with 17 bumps and jose disrespected him in front of og people.,ra-heem then capped jose twice and double tapped hector just because he was there.,monique is pregnant and says ra-heem is the baby daddy.,"ra-heem and monique are still poor despite getting welfare, food stamps, project housing, free utilities, stolen cars and drugs sold, because they are engaging in criminal activities.","ra-heem had a gun with 17 bumps and jose disrespected him in front of og people. ra-heem then capped jose twice and double tapped hector just because he was there. monique is pregnant and says ra-heem is the baby daddy. Therefore, ra-heem and monique are still poor despite getting welfare, food stamps, project housing, free utilities, stolen cars and drugs sold, because they are engaging in criminal activities.",conclusion,UFS,UFS,UFS,CFS,1.0,1.0,0.0,1.0,,,,HS
31759324_1,175,I know how you feel BreakTheSilence luckily this is your last year in school and it is almost over otherwise I would say you should look into independent study where you do not have to put up with all the filth that is in the public education system .,this is the last year in school for the target of hate.,the public education system is full of filth.,,the target of hate should look into independent study.,"this is the last year in school for the target of hate. the public education system is full of filth. Therefore, the target of hate should look into independent study.",premise1,UFS,CFS,,NFS,0.0,1.0,0.0,1.0,,,,HS
31765374_1,176,i live up the block from a muslim mask. every friday they rule the streets. they think that they can walk anywhere they want and if your are white they give you a look just klike when you pass through a black neighborhood. they are the same as them nigs,muslims rule the streets every friday.,they think they can walk anywhere they want.,they give white people a look when they pass through a black neighborhood.,"muslims are the same as ""nigs"" (a derogatory term for african americans).","muslims rule the streets every friday. they think they can walk anywhere they want. they give white people a look when they pass through a black neighborhood. Therefore, muslims are the same as ""nigs"" (a derogatory term for african americans).",premise0,CFS,UFS,UFS,NFS,0.0,1.0,0.0,0.0,,,,HS
31785659_1,177,"its simple , your white. your genetic code doesnt include a racial commitment to crime. be glad and for for those reasons. this is what society has turned into. take a stand and defend your race. we must secure the existence of our people and a future for white children.-david lane white racial loyalty starts here keep it white",,we must take a stand and defend our race.,,we must secure the existence of our people and a future for white children and keep it white.,"we must take a stand and defend our race. Therefore, we must secure the existence of our people and a future for white children and keep it white.",conclusion,,NFS,,NFS,0.0,1.0,0.0,1.0,,,,HS
12842670_1,178,"I watch fights on gay parade in budapest together with my friends from hungary , we were together on vacation in one croatian island , it was great to watch how hungarian nationalists were smashing gay parade btw I have some hungarian blood , my grandmother was hungarian Kitartas !",i watch fights on gay parade in budapest together with my friends from hungary.,we were together on vacation in one croatian island.,it was great to watch how hungarian nationalists were smashing gay parade.,it is clear that hungarian nationalists have a strong hatred towards the lgbt community.,"i watch fights on gay parade in budapest together with my friends from hungary. we were together on vacation in one croatian island. it was great to watch how hungarian nationalists were smashing gay parade. i have some hungarian blood, my grandmother was hungarian. . Therefore, it is clear that hungarian nationalists have a strong hatred towards the lgbt community.",conclusion,UFS,UFS,UFS,CFS,0.0,0.0,1.0,1.0,,,,HS
12848217_9,179,"Went outside for recess , and noticed two niglet boys being hostile and ready to rumble , and I figured right that they jumped on each other after returning to class , grabbing Niglet Number One , hauling him outside and pressed that panic button again .",two niglet boys were being hostile and ready to rumble.,they jumped on each other after returning to class.,someone grabbed niglet number one and hauled him outside.,the two niglet boys were the target of hate and violence.,"two niglet boys were being hostile and ready to rumble. they jumped on each other after returning to class. someone grabbed niglet number one and hauled him outside. the panic button was pressed again. Therefore, the two niglet boys were the target of hate and violence.",premise0,UFS,UFS,UFS,UFS,0.0,0.0,0.0,1.0,,,,HS
13299159_1,180,"Perhaps I should walk back into my H.S. when it starts Monday and get on the P.A. system and say I want to tie all * * * * * * s to the back of my car and drag them across the ground till they die , and then say I 'm joking .",i want to express my hatred towards a certain group of people.,i want to do something extreme to show my hatred.,,i should make a joke about tying them to the back of my car and dragging them across the ground till they die.,"i want to express my hatred towards a certain group of people. i want to do something extreme to show my hatred. Therefore, i should make a joke about tying them to the back of my car and dragging them across the ground till they die.",conclusion,NFS,NFS,,NFS,1.0,1.0,0.0,1.0,,,,HS
13467182_1,181,"When I was last time in South Africa , we went to Sun City and saw little black monkey children swimming , funniest thing was watching drying water off their faces , it looks exactly like baboon or something , way they do it , whites have certain mannerisms with doing things , they have completely ape-like ones .","when i was last time in south africa, we went to sun city and saw little black monkey children swimming. .","funniest thing was watching drying water off their faces, it looks exactly like baboon or something. .","whites have certain mannerisms with doing things, they have completely ape-like ones. .","the black monkey children are being compared to apes, implying that they are inferior to whites.","when i was last time in south africa, we went to sun city and saw little black monkey children swimming. . funniest thing was watching drying water off their faces, it looks exactly like baboon or something. . whites have certain mannerisms with doing things, they have completely ape-like ones. . Therefore, the black monkey children are being compared to apes, implying that they are inferior to whites.",conclusion,UFS,UFS,CFS,CFS,1.0,1.0,1.0,1.0,,,,HS
13468636_1,182,"The jew media likes to prop this whites becoming the minority non sense up because they want to try and scare whitey , the media plays on the fears that the average retard thinks hispanic or latino is a race and they play word play with titles like white hispanic and white non hispanic it is all a magic show nothing more .. But Whites becoming a minority in Europe the homeland is a much more serious issue that concerns me greatly .",the jew media likes to prop this whites becoming the minority non sense up because they want to try and scare whitey.,the media plays on the fears that the average retard thinks hispanic or latino is a race and they play word play with titles like white hispanic and white non hispanic.,it is all a magic show nothing more.,"whites becoming a minority in europe, the homeland, is a much more serious issue that concerns me greatly.","the jew media likes to prop this whites becoming the minority non sense up because they want to try and scare whitey. the media plays on the fears that the average retard thinks hispanic or latino is a race and they play word play with titles like white hispanic and white non hispanic. it is all a magic show nothing more. Therefore, whites becoming a minority in europe, the homeland, is a much more serious issue that concerns me greatly.",conclusion,CFS,CFS,NFS,CFS,0.0,1.0,0.0,1.0,,,,HS
13468931_1,183,All i have to say is none of this crap that is happening in the world is going to change unless people on a large scale actually stand up and say no we have had enough and drag the scum in the streets and deal with them in a most violent way .,"people need to stand up and say ""no, we have had enough"".  .",people need to drag the scum in the streets.,people need to deal with them in a most violent way.,the world will not change unless people take these actions against the target of hate.,"people need to stand up and say ""no, we have had enough"".  . people need to drag the scum in the streets. people need to deal with them in a most violent way. Therefore, the world will not change unless people take these actions against the target of hate.",conclusion,NFS,NFS,NFS,NFS,0.0,1.0,1.0,1.0,,,,HS
13500353_1,184,Any purported `` holy book '' which says such vile & despicable things as the talmud says about Mary & Jesus cannot come from a place of goodness.Jews are so convinced of their superiority that they think they can trick God of their love & fidelity by pretending to honor him .,the talmud says vile and despicable things about mary and jesus.,jews think they can trick god of their love and fidelity by pretending to honor him.,,"jews are so convinced of their superiority that they think they can trick god of their love and fidelity by pretending to honor him, which is evidenced by the fact that any purported ""holy book"" which says such vile and despicable things about mary and jesus cannot come from a place of goodness.","the talmud says vile and despicable things about mary and jesus. jews think they can trick god of their love and fidelity by pretending to honor him. Therefore, jews are so convinced of their superiority that they think they can trick god of their love and fidelity by pretending to honor him, which is evidenced by the fact that any purported ""holy book"" which says such vile and despicable things about mary and jesus cannot come from a place of goodness.",conclusion,CFS,CFS,,CFS,0.0,1.0,0.0,1.0,,,,HS
13503506_1,185,thats good there they was cleaning the moscow the same way like the capital i with thay would clean here this banana republic ( Washington DC ) send all this blacks and welffare resipiance to the mexico or at list Detroid 2056,moscow is being cleaned in a certain way.,washington dc should send all its black people and welfare recipients to mexico or detroit.,,the author is expressing hate towards black people and welfare recipients.,"moscow is being cleaned in a certain way. washington dc should send all its black people and welfare recipients to mexico or detroit. Therefore, the author is expressing hate towards black people and welfare recipients.",conclusion,CFS,NFS,,NFS,0.0,1.0,0.0,0.0,,,,HS
13504803_9,186,"I had the luck ( ... ) to meet some africans in the past and I promise you that black are the worse cancer of the world , they 're ready to sell their own sister so you can imagine what will they do with our Countries ..",i had the luck to meet some africans in the past.,black people are ready to sell their own sister.,,black people are the worse cancer of the world and they are ready to do harm to our countries.,"i had the luck to meet some africans in the past. black people are ready to sell their own sister. Therefore, black people are the worse cancer of the world and they are ready to do harm to our countries.",conclusion,UFS,CFS,,CFS,0.0,1.0,0.0,1.0,,,,HS
13507183_1,187,"Couple Befriend Negroid , Negroid Tries To Burn Down Couples Home - NNN Reporters Newsroom Forum Moblie Couple Says Neighbor Tried to Set Their Apartment on Fire Reported by : Irika Sargent Last Update : 4/25 9 : 01 pm Moblie Couple Says Neighbor Tried to Set Their Apartment on Fire | Local15tv.com , Mobile & Pensacola News , Entertainment , Videos , Business Search and Shopping This is what happens when you make friends with spearchuckers .",couple befriend negroid.,negroid tries to burn down couples home.,,this is what happens when you make friends with spearchuckers ..,"couple befriend negroid. negroid tries to burn down couples home. Therefore, this is what happens when you make friends with spearchuckers ..",conclusion,NFS,CFS,,NFS,1.0,1.0,0.0,1.0,,,,HS
13849752_2,188,"Every action he 's taken reveals that he is completely unacceptable. as a citizen , in White societies All the blacks and browns can do is wreck and destroy - and that is all they have done , and do .",Every action he's taken reveals that he is completely unacceptable as a citizen in White societies.,All the blacks and browns can do is wreck and destroy.,,Blacks and browns are only capable of destruction.,"Every action he's taken reveals that he is completely unacceptable as a citizen in White societies. All the blacks and browns can do is wreck and destroy. Therefore, Blacks and browns are only capable of destruction.",conclusion,CFS,CFS,,CFS,1.0,1.0,0.0,1.0,,,,HS
13859132_1,189,Typical i suppose in the eyes of the law he is just another tourist beaten on sydneys streets oh yeah and we all know if it was a poor black fella bashed it would be on the news for weeks on end and mr whitey would be branded a big bad evil racist,"If it was a poor black fella bashed, it would be on the news for weeks on end.",Mr Whitey would be branded a big bad evil racist.,,The law is biased against poor black people.,"If it was a poor black fella bashed, it would be on the news for weeks on end. Mr Whitey would be branded a big bad evil racist. Therefore, The law is biased against poor black people.",conclusion,CFS,CFS,,CFS,1.0,1.0,0.0,1.0,,,,HS
13940778_1,190,"So sick of the way its working , I remember when I was growing up in Winnipeg the little shops were all white runned and owned and would hire people from the community and it was great it helped people and kept streets safe even though me and others would cause some bull * * * * it wasnt anything to how it is now .",Little shops were white runned and owned and would hire people from the community.,This helped people and kept streets safe.,Nowadays it is different.,"The current situation is worse than before, as it does not help people or keep streets safe.","Little shops were white runned and owned and would hire people from the community. This helped people and kept streets safe. Nowadays it is different. Therefore, The current situation is worse than before, as it does not help people or keep streets safe.",conclusion,CFS,CFS,CFS,CFS,0.0,0.0,0.0,0.0,,,,HS
14030596_1,191,Got to laugh at how he is saying about how forward thinking and how much egyptians love democracy when they are about to hand power to a bunch of hard line Islamic fundamentalists who are more backward and worse than the last mob you Could n't make it up,Egyptians are about to hand power to a bunch of hard line Islamic fundamentalists.,These Islamic fundamentalists are more backward and worse than the last mob.,,It is ridiculous that the Egyptians are talking about how forward thinking and how much they love democracy.,"Egyptians are about to hand power to a bunch of hard line Islamic fundamentalists. These Islamic fundamentalists are more backward and worse than the last mob. Therefore, It is ridiculous that the Egyptians are talking about how forward thinking and how much they love democracy.",premise1,CFS,CFS,,CFS,1.0,1.0,0.0,1.0,,,,HS
14032786_1,192,i sort of understand where you are coming from but plenty of whites have sold us down the river so to speak although the jew is always in the background its very complicated will we ever find out the truth. somalians = scumalians !,Plenty of whites have sold us down the river so to speak.,"""The Jew is always in the background.""",,Somalians = scumalians!,"Plenty of whites have sold us down the river so to speak. ""The Jew is always in the background."" Therefore, Somalians = scumalians!",premise1,CFS,CFS,,CFS,1.0,1.0,0.0,1.0,,,,HS
14034954_1,193,London nowadays is more dangerous for tourists than Zimbabwe Like the above poster says do n't go to London just go someplace else that is much better like Bath or Stratford Upon Avon ( Shakespeare Birthplace ) Londonistan is a craphole,London nowadays is more dangerous for tourists than Zimbabwe.,Do not go to London.,,"Go someplace else that is much better like Bath or Stratford Upon Avon (Shakespeare Birthplace) and avoid Londonistan, which is a craphole.","London nowadays is more dangerous for tourists than Zimbabwe. Do not go to London. Therefore, Go someplace else that is much better like Bath or Stratford Upon Avon (Shakespeare Birthplace) and avoid Londonistan, which is a craphole.",premise0,CFS,NFS,,NFS,1.0,0.0,0.0,1.0,,,,HS
14062684_1,194,"This is really not European news , but everybody should know that after years of Lebanese and other arabs intimmidating white women on Cronulla beach and after the cowardly attack on two white life-savers ( !! ) the Lebanese got theirs yesterday .",Lebanese and other Arabs have been intimidating white women on Cronulla beach.,Two white life-savers were cowardly attacked.,,The Lebanese got theirs yesterday.,"Lebanese and other Arabs have been intimidating white women on Cronulla beach. Two white life-savers were cowardly attacked. Therefore, The Lebanese got theirs yesterday.",premise0,CFS,UFS,,UFS,1.0,1.0,0.0,1.0,,,,HS
14287665_3,195,"BTW you are not wrong about Mildura , I went through there in mid 2000 and there was n't a non-White in sight but late last year when I went through there all I saw were islanders , indians , asians , and whatever other crap little johnnie could get dumped into the country .",In mid 2000 there were no non-White people in Mildura.,"Late last year there were islanders, Indians, Asians and other people from different countries in Mildura.",,Little Johnnie is dumping people from different countries into the country.,"In mid 2000 there were no non-White people in Mildura. Late last year there were islanders, Indians, Asians and other people from different countries in Mildura. Therefore, Little Johnnie is dumping people from different countries into the country.",conclusion,CFS,CFS,,CFS,0.0,0.0,0.0,0.0,,,,HS
14422949_1,196,"I always thought it was be fun to put on a minstrel show , a little entertainment showing things how they really are without black/jew/fag involvment . . if it ever gets put together i 'll be sure to tape and and pass it around for all to enjoy",It would be fun to put on a minstrel show.,The show should not involve black/Jewish/LGBTQ people.,,The show should be taped and passed around for all to enjoy.,"It would be fun to put on a minstrel show. The show should not involve black/Jewish/LGBTQ people. Therefore, The show should be taped and passed around for all to enjoy.",premise1,NFS,NFS,,NFS,0.0,0.0,0.0,0.0,,,,HS
14652747_2,197,Of course White race tend to be the smartest race and many of your nonwhites are either just too stupid to acknowledge that or just want to make use of your nonwhite stupidity to cause more misery to us who wish to seek the truth .,White race tend to be the smartest race.,Many nonwhites are either too stupid to acknowledge that or want to cause more misery to those who seek the truth.,,Nonwhites are the target of hate.,"White race tend to be the smartest race. Many nonwhites are either too stupid to acknowledge that or want to cause more misery to those who seek the truth. Therefore, Nonwhites are the target of hate.",premise0,CFS,CFS,,NFS,1.0,1.0,0.0,0.0,,,,HS
30444129_1,198,"I never really thought about it before but I guess bicycling is primarily a white activity , kind of like sunbathing , going swimming , playing golf , tennis , attending a social function without a brawl taking place , not smelling like a wild animal in the locker room after a hard workout , and speaking proper English .","Bicycling is primarily a white activity, like sunbathing, going swimming, playing golf, tennis, and attending a social function without a brawl taking place.",Non-white people smell like a wild animal in the locker room after a hard workout and do not speak proper English.,,Non-white people are not as civilized as white people.,"Bicycling is primarily a white activity, like sunbathing, going swimming, playing golf, tennis, and attending a social function without a brawl taking place. Non-white people smell like a wild animal in the locker room after a hard workout and do not speak proper English. Therefore, Non-white people are not as civilized as white people.",conclusion,CFS,CFS,,CFS,1.0,1.0,0.0,1.0,,,,HS
30585978_1,199,"seven billion `` Humans '' on the planet and with Open borders , H1-b visas , fake social security numbers , colleges hiring foreign nationals over White Legal Americans , and Obama 's Amnesty on line with an apathetic public , , , well , dye your skin black and unlearn your english and you might get a good job .",There are seven billion humans on the planet.,"There are open borders, H1-b visas, fake social security numbers, and colleges hiring foreign nationals over White Legal Americans.",Obama's Amnesty is on line with an apathetic public.,"To get a good job, one should dye their skin black and unlearn their English.","There are seven billion humans on the planet. There are open borders, H1-b visas, fake social security numbers, and colleges hiring foreign nationals over White Legal Americans. Obama's Amnesty is on line with an apathetic public. Therefore, To get a good job, one should dye their skin black and unlearn their English.",conclusion,CFS,CFS,CFS,CFS,0.0,1.0,0.0,1.0,,,,HS
31748709_1,200,"miscegination is a killer for all races. it destroys perfectly good DNA , even nonwhite DNA. we might need our diversity some day to save an entire species. it would be a shame if that DNA was destroyed becasue of some leftist ideal bullsnot","Miscegenation destroys perfectly good DNA, even nonwhite DNA.",We might need our diversity some day to save an entire species.,Leftist ideals are responsible for this destruction of DNA.,It would be a shame if nonwhite DNA was destroyed because of leftist ideals.,"Miscegenation destroys perfectly good DNA, even nonwhite DNA. We might need our diversity some day to save an entire species. Leftist ideals are responsible for this destruction of DNA. Therefore, It would be a shame if nonwhite DNA was destroyed because of leftist ideals.",conclusion,CFS,CFS,CFS,NFS,1.0,1.0,1.0,1.0,,,,HS
31755187_1,201,whats up I thought I might put my pic up here I 'm looking for some friends theres too many negroes around here some times I feel like there is' int any white guy left in the world. so message me and let me know there is stll some white brothers out their .,There are too many negroes around here.,Sometimes I feel like there isn't any white guy left in the world.,,Message me and let me know there is still some white brothers out there.,"There are too many negroes around here. Sometimes I feel like there isn't any white guy left in the world. Therefore, Message me and let me know there is still some white brothers out there.",premise0,NFS,NFS,,NFS,1.0,1.0,0.0,1.0,,,,HS
13862513_1,202,i am just down the road to you.welcome to the board.it breaks my heart every time i go to Galway city and see the amount of blacks there.the other week i was walking down shop street and there was a moslem standing in the street selling copies of the koran,"every time i go to galway city, i see a lot of black people. .",the other week i was walking down shop street and there was a muslim selling copies of the koran.,,i feel heartbroken because of the presence of people of color and muslims in galway city.,"every time i go to galway city, i see a lot of black people. . the other week i was walking down shop street and there was a muslim selling copies of the koran. Therefore, i feel heartbroken because of the presence of people of color and muslims in galway city.",conclusion,CFS,UFS,,NFS,0.0,0.0,0.0,1.0,,,,HS
13863162_1,203,i feel sorry for her if one of her daughters did die but the harsh reality is she has no connection to ireland and she must go.as a mother it is her job to protect her children in Nigeria.every Nigerian who has a problem cant come running over here,one of her daughters may have died.,she has no connection to ireland.,it is her job to protect her children in nigeria.,every nigerian who has a problem cannot come running over to ireland.,"one of her daughters may have died. she has no connection to ireland. it is her job to protect her children in nigeria. Therefore, every nigerian who has a problem cannot come running over to ireland.",conclusion,UFS,UFS,NFS,NFS,0.0,0.0,0.0,1.0,,,,HS
13866727_1,204,"ive seen some very beautiful white women and nothing sickens me more than to see them pull up at the mall , grocery store , or gas station and think damn shes beautiful then to see her open the back door and walk in with an oreo baby kinda makes you wish it was still 1940 here in alabama 16",i have seen some very beautiful white women.,"it sickens me to see them pull up at the mall, grocery store, or gas station.",,"it makes me wish it was still 1940 here in alabama, where interracial relationships were not accepted.","i have seen some very beautiful white women. it sickens me to see them pull up at the mall, grocery store, or gas station. Therefore, it makes me wish it was still 1940 here in alabama, where interracial relationships were not accepted.",conclusion,UFS,NFS,,CFS,0.0,0.0,0.0,1.0,,,,HS
14031868_2,205,"The chairman of the FA is one David Bernstein and , yes , he is a member of a certain tribe that delight in bringing diversity and the benefits of multi-culturalism and ' anti-racism ' , along with boatloads of third-worlders to Britain .",david bernstein is a member of a certain tribe.,this tribe delights in bringing diversity and the benefits of multi-culturalism and 'anti-racism' to britain.,,boatloads of third-worlders are being brought to britain.,"david bernstein is a member of a certain tribe. this tribe delights in bringing diversity and the benefits of multi-culturalism and 'anti-racism' to britain. Therefore, boatloads of third-worlders are being brought to britain.",conclusion,CFS,CFS,,CFS,0.0,0.0,0.0,1.0,,,,HS
14061449_1,206,"POLICE ARREST MOORE STREET , DUBLIN CITY CENTRE - 1 - YouTube http://www.youtube.com/watch ? v = LY-6O4ChVA8 Wait till the blacks riot and and attack cops i give a few years and they will be full scale black riots in Ireland .","police have arrested someone on moore street, dublin city centre.  .",there is a video on youtube about it.,,"in a few years, there will be full-scale black riots in ireland targeting the police.","police have arrested someone on moore street, dublin city centre.  . there is a video on youtube about it. Therefore, in a few years, there will be full-scale black riots in ireland targeting the police.",conclusion,CFS,UFS,,CFS,0.0,0.0,0.0,1.0,,,,HS
14106678_1,207,"DuetschGirlTX, No I live in a tiny ass town where i am only one of 100 white folks ( maybe less ) . near San Antonio. there are so many dirts around and they all stick together. so when it comes to a White Girl in this town i gotta have my own back ALWAYS Is that where you are ?",there are many people of different backgrounds living in the same town.,people of the same background tend to stick together.,,the white girl must always have her own back.,"there are many people of different backgrounds living in the same town. people of the same background tend to stick together. Therefore, the white girl must always have her own back.",conclusion,CFS,CFS,,NFS,0.0,0.0,0.0,1.0,,,,HS
14266657_1,208,what about it. that 's exactly what I said and I meant every word he thought I might and that was enough and with you two talking behind my back like some jew what do you expect me to say have a nice life .,he thought i might [say something],you two were talking behind my back like some [jew],,have a nice life [directed to the two people talking behind his back],"he thought i might [say something] you two were talking behind my back like some [jew] Therefore, have a nice life [directed to the two people talking behind his back]",premise1,NFS,UFS,,NFS,0.0,1.0,0.0,0.0,,,,HS
14667444_1,209,Those in the countries you mentioned are the mongrel offspring between whites ( Aryans ) and Arabs and its funny how those of the East who claim to be the Aryans talk about white people who came and mixed with them and the only Aryans apparently in the East are those with light skin and blue eyes .,those in the countries mentioned are the mongrel offspring between whites (aryans) and arabs.,it is funny how those of the east who claim to be the aryans talk about white people who came and mixed with them.,,"the only aryans apparently in the east are those with light skin and blue eyes, implying that those with darker skin and eyes are not considered to be aryans.","those in the countries mentioned are the mongrel offspring between whites (aryans) and arabs. it is funny how those of the east who claim to be the aryans talk about white people who came and mixed with them. Therefore, the only aryans apparently in the east are those with light skin and blue eyes, implying that those with darker skin and eyes are not considered to be aryans.",conclusion,UFS,CFS,,CFS,0.0,0.0,0.0,1.0,,,,HS
14667513_1,210,They preach diversity at their professor jobs and government jobs and it makes those White Liberal Neighborhoods and gated communities TOO white and in need of some `` Black flavor '' at home the joy of diversity right in their White daughter 's bedroom !,white liberal neighborhoods and gated communities are too white.,"there is a need for ""black flavor"" in these communities.  .",,the joy of diversity should be brought into white daughter's bedrooms.,"white liberal neighborhoods and gated communities are too white. there is a need for ""black flavor"" in these communities.  . Therefore, the joy of diversity should be brought into white daughter's bedrooms.",conclusion,CFS,CFS,,NFS,0.0,0.0,0.0,1.0,,,,HS
31723707_3,211,"There is only about 10 black kids in our school and 300 f' n spics. its my senior year and i really cant stand all this anymore. i know there are lots of others on this board that feel the same , but i need some support !",there are only 10 black kids in our school and 300 hispanic kids.,it is the senior year.,there are others who feel the same.,the speaker cannot stand the large number of hispanic people in the school and needs support.,"there are only 10 black kids in our school and 300 hispanic kids. it is the senior year. there are others who feel the same. Therefore, the speaker cannot stand the large number of hispanic people in the school and needs support.",conclusion,CFS,UFS,UFS,NFS,0.0,0.0,0.0,1.0,,,,HS
31760414_1,212,"Looking at your guys situation makes me realise how lucky I am that my high school is 100 % white however even in my remote countryside community there are more and more black 's moving into the area , and their kids .",my high school is 100% white.,there are more and more black people moving into the area.,,"i am lucky to have a white high school, and i don't want black people in my community.","my high school is 100% white. there are more and more black people moving into the area. Therefore, i am lucky to have a white high school, and i don't want black people in my community.",conclusion,CFS,CFS,,NFS,0.0,0.0,0.0,1.0,,,,HS
12866622_1,213,"If your house door was locked , but at midnight your neighbor opened the door for some muslims to come inside and take your stuff , rape your wife and beat you nearly to death ... would you still think your neighbor was a nice guy ?",your house door was locked.,your neighbor opened the door for some muslims to come inside.,"the muslims took your stuff, raped your wife and beat you nearly to death. .",you would not think your neighbor was a nice guy.,"your house door was locked. your neighbor opened the door for some muslims to come inside. the muslims took your stuff, raped your wife and beat you nearly to death. . Therefore, you would not think your neighbor was a nice guy.",premise2,UFS,UFS,UFS,UFS,0.0,0.0,1.0,0.0,,,,HS
13391410_1,214,they act as if negros with aids should have the right to reproduce when they will die off and have no way to take care of the kid I cant believe that they are doing this by the millions its crazy,they act as if negros with aids should have the right to reproduce.,they will die off and have no way to take care of the kid.,,"i can't believe that they are doing this by the millions, it's crazy.","they act as if negros with aids should have the right to reproduce. they will die off and have no way to take care of the kid. Therefore, i can't believe that they are doing this by the millions, it's crazy.",premise0,NFS,CFS,,NFS,1.0,0.0,0.0,0.0,,,,HS
13446781_3,215,When most whites today have so much white guilt laid upon them that they feel they have to act black or have sexual relations and children with blacks just to be accepted there is a problem with the white race memo .,whites today have white guilt laid upon them.,they feel they have to act black or have sexual relations and children with blacks.,,there is a problem with the white race.,"whites today have white guilt laid upon them. they feel they have to act black or have sexual relations and children with blacks. Therefore, there is a problem with the white race.",premise1,UFS,CFS,,NFS,0.0,1.0,0.0,0.0,,,,HS
13467138_1,216,"They should make all know about this book his friends as that they know like are the things , we need that all the whites know like they are the things and the Jewish threat and negroid on our race .",all of his friends should know about this book.,,,all whites should be aware of the jewish threat and the threat of the negroid race to our race.,"all of his friends should know about this book. Therefore, all whites should be aware of the jewish threat and the threat of the negroid race to our race.",conclusion,NFS,,,CFS,0.0,0.0,0.0,1.0,,,,HS
13480579_1,217,"just saw a hershey 's commercial on tv , ca n't find it on jewtube shows a White woman happily sharing candy with some mop headed groid male on an escalator guess I wo n't be buying that stuff ever again",i just saw a hershey's commercial on tv.,i can't find it on youtube.,it shows a white woman happily sharing candy with some mop headed groid male on an escalator.,i won't be buying that stuff ever again.,"i just saw a hershey's commercial on tv. i can't find it on youtube. it shows a white woman happily sharing candy with some mop headed groid male on an escalator. Therefore, i won't be buying that stuff ever again.",premise2,UFS,UFS,UFS,NFS,0.0,0.0,1.0,0.0,,,,HS
13484565_1,218,"i've felt anger when i 've read it on forum , but we have to do our part and speaking at loud voice this fact , because , for example , i 'm from europe and this fact is not pased on tv news or in the news paper ... knows your enemies is the first pass for vicory on them !",we have to do our part and speak out loud about the fact that hate is not being reported in the news or in the newspapers.,knowing our enemies is the first step to victory over them.,,we must take action to speak out against hate and to know our enemies in order to defeat them.,"we have to do our part and speak out loud about the fact that hate is not being reported in the news or in the newspapers. knowing our enemies is the first step to victory over them. Therefore, we must take action to speak out against hate and to know our enemies in order to defeat them.",conclusion,CFS,NFS,,NFS,0.0,0.0,0.0,1.0,,,,HS
